fawn	dun.n.02	fawn.n.02	
cascades_frog	cascades_frog.n.01	
Milne	milne.n.01	
sack_coat	sack_coat.n.01	
Tareekh_e_Kasas	tareekh_e_kasas.n.01	
FWS	united_states_fish_and_wildlife_service.n.01	
tentorial_sinus	straight_sinus.n.01	
room_access	doorway.n.01	
order_Lobata	lobata.n.01	
sutural_bone	wormian_bone.n.01	
goblet	goblet.n.01	chalice.n.01	
acetate_disk	acetate_disk.n.01	
Champaign	plain.n.01	champaign.n.02	
anti-intellectual	philistine.n.01	
Actinopoda	actinopoda.n.01	
carful	carful.n.01	
Marini	marini.n.01	
pinball	pinball.n.01	
horseradish	horseradish.n.02	horseradish.n.03	horseradish.n.01	
Marino	marini.n.01	
depravity	corruption.n.04	depravity.n.02	
Physidae	physidae.n.01	
Alice_B._Toklas	toklas.n.01	
Marine	marine.n.02	marine.n.01	
cordon	cordon.n.01	cordon.n.02	cordon.n.03	
cirrostratus	cirrostratus.n.01	
emergency	emergency.n.01	hand_brake.n.01	emergency.n.02	
third_dimension	third_dimension.n.01	
Stephen_Arnold_Douglas	douglas.n.01	
paracentesis	abdominocentesis.n.01	
genus_Corchorus	corchorus.n.02	
European_dewberry	european_dewberry.n.01	
change_of_course	change_of_course.n.01	
sweet_shrub	carolina_allspice.n.01	
emergence	emergence.n.01	egress.n.03	emergence.n.03	emergence.n.02	
lipomatosis	lipomatosis.n.01	
Trichostigma	trichostigma.n.01	
subfamily_Bassariscidae	bassariscidae.n.01	
internal_revenue	internal_revenue.n.01	
marquee	pavilion.n.01	marquee.n.02	
spine	spine.n.03	spur.n.02	spinal_column.n.01	spine.n.05	spine.n.04	
fishworm	earthworm.n.01	
retrovirus	retrovirus.n.01	
ratafia_biscuit	ratafia.n.02	
Dyaus-pitar	dyaus.n.01	
pteropogon	pteropogon.n.01	
barber's_itch	tinea_barbae.n.01	
Wiesbaden	wiesbaden.n.01	
bogie	bogy.n.01	bogey.n.01	
canned_goods	canned_food.n.01	
Athanasius_the_Great	athanasius.n.01	
touch_system	touch_typing.n.01	
patka	patka.n.01	
Strait_of_Dover	strait_of_dover.n.01	
marbleization	marbleization.n.01	
superior_colliculus	superior_colliculus.n.01	
sensualist	sensualist.n.01	
Anisotremus_virginicus	porkfish.n.01	
fish_louse	fish_louse.n.01	
Digitaria_ischaemum	smooth_crabgrass.n.01	
numismatologist	numismatist.n.01	
Bourse	bourse.n.01	
solar_battery	solar_array.n.01	
grizzly_bear	grizzly.n.01	
episodic_memory	episodic_memory.n.01	
Phytolacca_dioica	ombu.n.01	
hydatidiform_mole	hydatid_mole.n.01	
genus_Leucocytozoan	genus_leucocytozoon.n.01	
rofecoxib	rofecoxib.n.01	
Cassin's_kingbird	cassin's_kingbird.n.01	
Corpus_Christi	corpus_christi.n.02	corpus_christi.n.01	
thrower	throwster.n.01	potter.n.01	thrower.n.02	
Tomasso_Parentucelli	nicholas_v.n.01	
composition_board	cardboard.n.01	
Erignathus_barbatus	bearded_seal.n.01	
catmint	catmint.n.01	
genus_Cerapteryx	cerapteryx.n.01	
Antigone	antigone.n.01	
superordinate	hypernym.n.01	superior.n.01	
market_value	market_value.n.01	
Raskolnikov	raskolnikov.n.01	
protohistory	protohistory.n.01	
Isatis	isatis.n.01	
blacktopping	blacktop.n.01	
western_poppy	western_poppy.n.01	
royal_line	royalty.n.02	
black_elder	bourtree.n.01	
automaker	car_manufacturer.n.01	
Wolstonian_glaciation	wolstonian_glaciation.n.01	
endoneurium	endoneurium.n.01	
Pongamia_glabra	indian_beech.n.01	
Battle_of_Fredericksburg	fredericksburg.n.02	
theater_of_operations	field.n.11	
psalterium	psalterium.n.01	
bog_star	bog_star.n.01	
systema_skeletale	skeletal_system.n.01	
Kotoko	kotoko.n.01	
short-spurred_fragrant_orchid	short-spurred_fragrant_orchid.n.01	
cordon_bleu	blue_ribbon.n.01	cordon_bleu.n.01	
octillion	octillion.n.01	
great-nephew	great-nephew.n.01	
governor_general	governor_general.n.01	
Altaic	altaic.n.02	altaic.n.01	
Shaw	shaw.n.04	shaw.n.01	shaw.n.02	shaw.n.03	
Centaurea_gymnocarpa	dusty_miller.n.03	
dwarf_blueberry	dwarf_bilberry.n.01	
bee_moth	bee_moth.n.01	
Altair	altair.n.01	
U.S._waters	united_states_waters.n.01	
matrimony_vine	matrimony_vine.n.01	
contributor	subscriber.n.03	contributor.n.02	
rima_glottidis	rima_glottidis.n.01	
HFC	hydrofluorocarbon.n.01	
iron_carbide	cementite.n.01	
methylene	methylene_group.n.01	
ultraviolet_spectrum	ultraviolet_spectrum.n.01	
span	bridge.n.01	straddle.n.03	couple.n.04	span.n.02	span.n.01	span.n.04	
fore-and-after	fore-and-after.n.01	
spam	spam.n.02	spam.n.01	
bunny_rabbit	bunny.n.02	
sock	windsock.n.01	sock.n.01	
entente_cordiale	entente.n.02	entente.n.01	
biotic_community	community.n.06	
battercake	pancake.n.01	
spat	bicker.n.01	spat.n.03	spat.n.02	
moss_genus	moss_genus.n.01	
Panofsky	panofsky.n.01	
table_talk	table_talk.n.01	
jacks	jack.n.05	jack.n.06	jack.n.07	jack.n.01	jack.n.12	jackfruit.n.02	jack.n.08	jack.n.09	mariner.n.01	jack.n.10	jack.n.11	jacks.n.01	laborer.n.01	
calathian_violet	marsh_gentian.n.01	
peeper	peeper.n.02	peeper.n.03	voyeur.n.01	
propionaldehyde	propanal.n.01	
ruby-crowned_wren	ruby-crowned_kinglet.n.01	
colobus	colobus.n.01	
linuron	linuron.n.01	
Asama	asama.n.01	
Indian_reservation	indian_reservation.n.01	
positivist	positivist.n.01	
Old_Glory	american_flag.n.01	
amplexicaul_leaf	amplexicaul_leaf.n.01	
Emberiza	emberiza.n.01	
residual_soil	residual_soil.n.01	
maturity	maturity.n.02	adulthood.n.01	maturity.n.03	
Western_civilization	western_culture.n.01	
orthomorphic_projection	conformal_projection.n.01	
de-Nazification	denazification.n.01	
phallus	phallus.n.01	penis.n.01	
charmer	charmer.n.02	smoothie.n.01	
positivism	positivism.n.01	positivity.n.02	
Pepto-bismal	pepto-bismal.n.01	
Yucateco	yucatec.n.01	yucatec.n.02	
tolazoline	tolazoline.n.01	
counterbore	counterbore.n.01	
First_Epistle_to_Timothy	first_epistle_of_paul_the_apostle_to_timothy.n.01	
camp	clique.n.01	camp.n.08	camp.n.02	camp.n.03	camp.n.01	camp.n.06	camp.n.07	camp.n.05	
steering_system	steering_system.n.01	
chad	chad.n.04	chad.n.01	chad.n.03	lake_chad.n.01	
Peneidae	peneidae.n.01	
char	charwoman.n.01	char.n.03	char.n.01	
vaginocele	colpocele.n.01	
chap	chap.n.01	chap.n.03	chap.n.04	crevice.n.01	
chaw	chew.n.01	
chat	new_world_chat.n.01	chat.n.01	old_world_chat.n.01	
surveying	surveying.n.01	
civet_bean	sieva_bean.n.02	
Saint_Emilion	saint_emilion.n.01	
bass_drum	bass_drum.n.01	
touch_modality	touch.n.02	
audibleness	audibility.n.01	
cartridge_extractor	cartridge_extractor.n.01	
stratified_sampling	stratified_sampling.n.01	
Cicadellidae	cicadellidae.n.01	
fumitory	fumitory.n.01	
Panthera_onca	jaguar.n.01	
black_mallee	black_mallee.n.01	
love_seat	love_seat.n.01	
Cheilanthes	cheilanthes.n.01	
tufted_titmouse	tufted_titmouse.n.01	
vena_cutanea	cutaneous_vein.n.01	
sublimation	sublimation.n.02	sublimation.n.01	
gardenia	gardenia.n.01	
John_Tyndall	tyndall.n.01	
Aster_linosyris	goldilocks.n.01	
drive-by_shooting	drive-by_shooting.n.01	
milking_machine	milking_machine.n.01	
struma	goiter.n.01	scrofula.n.01	
Gobiesox	gobiesox.n.01	
defenselessness	defenselessness.n.01	
lane	lane.n.01	lane.n.02	
land	land.n.02	land.n.10	land.n.01	country.n.02	kingdom.n.01	nation.n.02	domain.n.02	farming.n.02	state.n.04	estate.n.02	land.n.04	
Day_of_Judgement	judgment_day.n.01	
storage_ring	storage_ring.n.01	
Great_Britain	united_kingdom.n.01	great_britain.n.02	
Leipzig	leipzig.n.01	
thrombosis	thrombosis.n.01	
John_Irving	irving.n.02	
acid_anhydrides	acyl_anhydrides.n.01	
satellite_television	satellite_television.n.01	
beverage	beverage.n.01	
optical_telescope	optical_telescope.n.01	
black_spleenwort	black_spleenwort.n.01	
Korea_Bay	korea_bay.n.01	
Salix_alba_sericea	silver_willow.n.01	
Soddy	sod_house.n.01	soddy.n.02	
electroplater	electroplater.n.01	
Virginia_Wade	wade.n.01	
panetella	panatela.n.01	
Maxim_Gorki	gorky.n.01	
John_Updike	updike.n.01	
plosive_consonant	stop_consonant.n.01	
dawning	dawn.n.01	
LSD	lysergic_acid_diethylamide.n.01	
incremental_cost	marginal_cost.n.01	
logical_argument	argumentation.n.02	
record_book	record.n.05	
sabbat	sabbat.n.01	
totem	totem.n.01	totem.n.02	
cobalt	cobalt.n.01	
toter	carrier.n.01	
loudspeaker_system	loudspeaker.n.01	
Wolfgang_Amadeus_Mozart	mozart.n.01	
obstructive_shock	obstructive_shock.n.01	
flashback	flashback.n.01	flashback.n.02	
humpback	kyphosis.n.01	humpback.n.02	humpback.n.03	
capital_of_Romania	bucharest.n.01	
summer_hyacinth	summer_hyacinth.n.01	
yarder	yarder.n.02	yarder.n.01	
Luculus	luculus.n.01	
goggle_box	television_receiver.n.01	
heat-seeking_missile	heat-seeking_missile.n.01	
frame-up	frame-up.n.01	
Hamsun	hamsun.n.01	
genus_Catasetum	catasetum.n.01	
Castanea_chrysophylla	giant_chinkapin.n.01	
mimeograph	mimeograph.n.01	
ramjet_engine	ramjet.n.01	
property_man	property_man.n.01	
toby_jug	toby.n.01	
Wake	wake.n.03	wake.n.04	aftermath.n.01	wake_island.n.01	
shekel	shekel.n.01	
golden_honey_plant	wingstem.n.01	
timber_wolf	timber_wolf.n.01	
boatload	boatload.n.01	
saying	saying.n.01	
Heaviside	heaviside.n.01	
ventral_horn	ventral_root.n.01	
quadruplet	quadruplet.n.02	quartet.n.03	four.n.01	
genus_Archosargus	archosargus.n.01	
Republic_of_Bolivia	bolivia.n.01	
Cetacea	cetacea.n.01	
Panama_redwood	panama_redwood.n.01	panama_redwood_tree.n.01	
renal_corpuscle	malpighian_body.n.01	
posttraumatic_epilepsy	posttraumatic_epilepsy.n.01	
verruca_acuminata	genital_wart.n.01	
Congreve	congreve.n.01	
os_tarsi_fibulare	heelbone.n.01	
air_reconnaissance	air_reconnaissance.n.01	
harbor	harbor.n.02	seaport.n.01	
Foeniculum_vulgare_dulce	florence_fennel.n.01	
Poronotus_triacanthus	dollarfish.n.01	
Sabbath	sabbath.n.01	
Admiralty_mile	nautical_mile.n.01	
system_of_numeration	numeration_system.n.01	
class_Symphyla	symphyla.n.01	
glutamic_oxaloacetic_transaminase	glutamic_oxalacetic_transaminase.n.01	
haymaking	haymaking.n.02	haymaking.n.01	
Nakuru	nakuru.n.01	
street_drug	drug_of_abuse.n.01	
Richelieu	richelieu.n.01	
hyphema	hyphema.n.01	
mishap	mishap.n.02	bad_luck.n.02	
hypertonia	hypertonia.n.01	
crook	criminal.n.01	bend.n.01	crook.n.03	
Etruscan	etruscan.n.01	
Rupicapra	rupicapra.n.01	
chromatic_colour	chromatic_color.n.01	
shrinking_violet	shy_person.n.01	
Edouard_Vuillard	vuillard.n.01	
garden_truck	produce.n.01	
business	business.n.05	business.n.04	business.n.07	business.n.06	business.n.01	business.n.09	commercial_enterprise.n.02	occupation.n.01	clientele.n.01	
areola	areola.n.01	areola.n.02	
piroplasm	piroplasm.n.01	
diamante	diamante.n.02	sequin.n.01	
grey_sea_eagle	ern.n.01	
genus_Caltha	caltha.n.01	
genus_Juniperus	juniperus.n.01	
genus_Schlumbergera	schlumbergera.n.01	
turnaround	reversal.n.04	turnaround.n.04	turnaround.n.03	turnaround.n.01	reversion.n.04	
coreference	coreference.n.01	
genus_Drosophila	genus_drosophila.n.01	
Kansas_River	kansas.n.03	
charade	charade.n.02	parody.n.01	
geological_era	era.n.02	
regular_convex_solid	regular_polyhedron.n.01	
pooler	pooler.n.01	
termagant	shrew.n.01	
Scotsman	scot.n.01	
English_walnut	english_walnut.n.02	english_walnut.n.01	
genus_Menticirrhus	menticirrhus.n.01	
Erythrina_crista-galli	ceibo.n.01	
deciduous_plant	deciduous_plant.n.01	
Selcraig	selkirk.n.01	
DFLP	democratic_front_for_the_liberation_of_palestine.n.01	
Antarctic_Circle	antarctic_circle.n.01	
elastance	elastance.n.01	
net_ball	let.n.02	
feist	feist.n.01	
closing	shutting.n.01	closure.n.07	closing.n.03	conclusion.n.08	completion.n.02	
gand_flower	common_milkwort.n.01	
psychometrika	psychometry.n.01	
Anser_cygnoides	chinese_goose.n.01	
summerset	somersault.n.01	
Trumbull	trumbull.n.02	trumbull.n.03	trumbull.n.01	
genus_Carpinus	carpinus.n.01	
Bombyx_mori	domestic_silkworm_moth.n.01	
rehabilitation	rehabilitation.n.04	reclamation.n.01	rehabilitation.n.01	rehabilitation.n.03	
downy_ground_cherry	downy_ground_cherry.n.01	
Saint_Elmo's_fire	corona_discharge.n.01	
genus_Lagothrix	lagothrix.n.01	
Ulmus_rubra	slippery_elm.n.01	
xenotransplantation	xenotransplant.n.01	
Ajuga_pyramidalis	pyramid_bugle.n.01	
torchlight	torchlight.n.01	
calendar_day	calendar_day.n.01	
output_file	output_file.n.01	
Greenwich	greenwich.n.01	
complete_blood_count	complete_blood_count.n.01	
Anomalopteryx_oweni	anomalopteryx.n.01	
shalwar	salwar.n.01	
Salvation_Army	salvation_army.n.01	
pillion	pillion.n.01	
thyrotrophic_hormone	thyrotropin.n.01	
strainer	strainer.n.01	
ethyl_radical	ethyl.n.01	
Iris_pallida	dalmatian_iris.n.01	
running_pine	running_pine.n.01	
cougar	cougar.n.01	
Vinca_major	large_periwinkle.n.01	
guideline	road_map.n.01	guidepost.n.01	guideline.n.01	
eleven	eleven.n.01	football_team.n.01	
statistical_mechanics	statistical_mechanics.n.01	
binger	crack_addict.n.01	
spacewalker	spacewalker.n.01	
vasodilator	vasodilator.n.01	
Alexandre_Emile_Jean_Yersin	yersin.n.01	
mental_anguish	mental_anguish.n.01	
baba	baba.n.01	
pencil	pencil.n.01	pencil.n.02	pencil.n.03	pencil.n.04	
teamster	teamster.n.02	teamster.n.01	
babe	baby.n.05	baby.n.01	
ferrocyanic_acid	ferrocyanic_acid.n.01	
Erlenmeyer	erlenmeyer.n.01	
infolding	invagination.n.02	
Chinese_cabbage	chinese_cabbage.n.01	chinese_cabbage.n.02	
babu	babu.n.01	
Antiguan	antiguan.n.01	
child_prodigy	child_prodigy.n.01	
baby	baby.n.07	baby.n.06	baby.n.05	baby.n.04	baby.n.02	baby.n.01	child.n.03	
gherkin	gherkin.n.01	gherkin.n.02	
Battle_of_the_Little_Bighorn	little_bighorn.n.02	
pingpong_paddle	table-tennis_racquet.n.01	
Tarabulus	tarabulus.n.01	
sensitization	sensitization.n.02	sensitizing.n.01	sensitization.n.01	
heptadecanoic_acid	margaric_acid.n.01	
Limulidae	limulidae.n.01	
confirmation_hearing	confirmation_hearing.n.01	
candied_citrus_peel	candied_citrus_peel.n.01	
cystoid_macular_edema	cystoid_macular_edema.n.01	
paper_cutter	paper_cutter.n.01	
io_moth	io_moth.n.01	
mannitol	mannitol.n.01	
wedge	bomber.n.03	wedge.n.05	wedge.n.06	wedge.n.01	chock.n.01	hacek.n.01	wedge_heel.n.01	
Epidendrum_venosum	butterfly_orchid.n.03	
Song_dynasty	sung.n.01	
changeability	changeableness.n.01	
process	procedure.n.01	summons.n.03	process.n.06	process.n.05	process.n.04	process.n.02	
lock	lock.n.01	lock.n.02	lock.n.03	lock.n.04	lock.n.05	lock.n.06	
loch	loch.n.01	loch.n.02	
munjeet	indian_madder.n.01	
Cimabue	cimabue.n.01	
myrtle_oak	myrtle_oak.n.01	
freshwater_eel	common_eel.n.01	
grey_sage	silver_sage.n.01	
Mary_Jane	pot.n.09	
watercolour	watercolor.n.03	watercolor.n.02	watercolor.n.01	watercolor.n.04	
order_Parietales	parietales.n.01	
taunting	twit.n.02	
muscular_contraction	contraction.n.01	
gluten_bread	gluten_bread.n.01	
aminopherase	transaminase.n.01	
blue_succory	blue_succory.n.01	
Agricola	agricola.n.01	
St._Kitts	saint_christopher.n.02	
missionary_position	missionary_position.n.01	
earthnut	truffle.n.02	peanut.n.04	truffle.n.01	earthnut.n.02	
hydrofluorocarbon	hydrofluorocarbon.n.01	
anterior_meningeal_artery	anterior_meningeal_artery.n.01	
Guided_Bomb_Unit-28	bunker_buster.n.01	
merlon	merlon.n.01	
bilingual	bilingual.n.01	
Bronx_cheer	boo.n.01	
pre-empt	preemptive_bid.n.01	
won-lost_record	won-lost_record.n.01	
wild_rice	wild_rice.n.01	wild_rice.n.02	
frustum	frustum.n.01	
fluidness	fluidity.n.02	fluidity.n.01	
Sitotroga_cerealella	angoumois_moth.n.01	
family_Calliphoridae	calliphoridae.n.01	
record-holder	record-breaker.n.01	
Cotinus_obovatus	american_smokewood.n.01	
Perdicinae	perdicidae.n.01	
toggle_bolt	toggle_bolt.n.01	
maceration	bonyness.n.01	maceration.n.01	
sushi_bar	sushi_bar.n.01	
launching_pad	launching_pad.n.01	
Gospel	gospel.n.05	gospel.n.01	religious_doctrine.n.01	gospel.n.03	gospel.n.02	
genus_Polyangium	polyangium.n.01	
participant_role	semantic_role.n.01	
Marlowe	marlowe.n.02	marlowe.n.01	
pocket	pouch.n.03	air_pocket.n.01	pocket.n.09	pocket.n.03	pocket.n.01	pocket.n.07	pouch.n.02	scoop.n.02	pocket.n.04	
Forficula_auricularia	common_european_earwig.n.01	
break_dance	break_dancing.n.01	
manpower	work_force.n.01	
Fritillaria_parviflora	brown_bells.n.01	
Paleocene_epoch	paleocene.n.01	
Heitor_Villa-Lobos	villa-lobos.n.01	
robot	automaton.n.02	
theory_of_organic_evolution	theory_of_evolution.n.01	
endurance_riding	endurance_riding.n.01	
tuberculin_skin_test	tuberculin_test.n.01	
characid	characin.n.01	
Cydippidea	cydippida.n.01	
common_horsetail	common_horsetail.n.01	
characin	characin.n.01	
Assam_fever	visceral_leishmaniasis.n.01	
mimeograph_machine	mimeograph.n.01	
sand_flea	beach_flea.n.01	
rock_purslane	rock_purslane.n.01	
account_executive	account_executive.n.01	
rapeseed_oil	rape_oil.n.01	
S._S._Van_Dine	wright.n.01	
mute	mute.n.02	mute.n.01	
cliff_rose	cliff_rose.n.01	
portal	portal_site.n.01	portal_vein.n.01	portal.n.01	
blood_sausage	blood_sausage.n.01	
Bromus_japonicus	japanese_brome.n.01	
mutt	cur.n.01	
bead_and_quirk	quirk_bead.n.01	
Orlando_di_Lasso	lasso.n.01	
redcap	redcap.n.01	redcap.n.02	
broiling	broil.n.01	
thankless_wretch	ingrate.n.01	
cyclodestructive_surgery	cyclodestructive_surgery.n.01	
valedictory_speaker	valedictorian.n.01	
lager_beer	lager.n.02	
blind_spot	blind_spot.n.01	blind_spot.n.02	
headshaking	headshake.n.01	
staghead	witches'_broom.n.01	
meantime	interim.n.01	
tank_circuit	tank_circuit.n.01	
sannup	sannup.n.01	
Montia_cordifolia	broad-leaved_montia.n.01	
Chrysosplenium_americanum	water_carpet.n.01	
shift_register	shift_register.n.01	
mountain_box	common_bearberry.n.01	
alkene	alkene.n.01	
adequateness	adequacy.n.01	
cine_projector	movie_projector.n.01	
abstemiousness	abstemiousness.n.01	abstemiousness.n.02	
Mexican-American	mexican-american.n.01	
common_rush	bulrush.n.02	
genus_Arca	arca.n.01	
sledge_dog	sled_dog.n.01	
salutatory_oration	salutatory_address.n.01	
teetotaller	teetotaler.n.01	
seawater	seawater.n.01	
genus_Saccharomyces	saccharomyces.n.01	
parqueterie	parquetry.n.01	
Shawwal	shawwal.n.01	
disgorgement	vomit.n.03	
paddymelon	pademelon.n.01	
turkey_wing	turkey_wing.n.01	
coconut_milk	coconut_milk.n.01	coconut_milk.n.02	
reticle	reticle.n.01	
Bennettitis	bennettitis.n.01	
fait_accompli	fait_accompli.n.01	
Catholic_Pope	pope.n.01	
slide_projector	slide_projector.n.01	
aerosol_can	aerosol.n.02	
Parmesan	parmesan.n.01	
sneezer	sneezer.n.01	
cobalt_ultramarine	cobalt_blue.n.02	
glasses	glass.n.07	field_glass.n.01	spectacles.n.01	methamphetamine.n.01	looking_glass.n.01	glass.n.01	glass.n.02	glass.n.03	
shittimwood	shittimwood.n.03	southern_buckthorn.n.01	false_buckthorn.n.01	
Peter_Goldmark	goldmark.n.01	
Campanula_americana	tall_bellflower.n.01	
bump	bulge.n.01	blow.n.02	bump.n.01	
Phidias	phidias.n.01	
viscometer	viscometer.n.01	
polychrome	polychrome.n.01	
deficiency	insufficiency.n.03	lack.n.01	
spareness	leanness.n.02	sparseness.n.01	
Solanum_pseudocapsicum	jerusalem_cherry.n.01	
here_and_now	here_and_now.n.01	
agoraphobia	agoraphobia.n.01	
Holy_Eucharist	holy_eucharist.n.01	
Certhia	certhia.n.01	
Tanzanian_shilling	tanzanian_shilling.n.01	
matrix	matrix.n.04	matrix.n.05	matrix.n.06	matrix.n.01	matrix.n.02	matrix.n.03	
mandrill	mandrill.n.01	
rigging	rigging.n.01	rig.n.03	
boutique	boutique.n.01	
diethylbarbituric_acid	barbital.n.01	
Hungarian_partridge	hungarian_partridge.n.01	
sulpha	sulfa_drug.n.01	
Bassia	bassia.n.01	
burka	burqa.n.01	
cyanogen	cyanogen.n.01	
valve_rocker	rocker_arm.n.01	
daffodil_garlic	daffodil_garlic.n.01	
carpeting	rug.n.01	
anorchism	anorchism.n.01	
Phoradendron_flavescens	american_mistletoe.n.01	
inferiority	inferiority.n.01	inferiority.n.02	inferiority.n.03	
adherence	attachment.n.05	adhesiveness.n.01	
knickknackery	bric-a-brac.n.01	
fetid_horehound	black_horehound.n.01	
pothead	pothead.n.01	
water_speedwell	water_speedwell.n.01	
Milky_Way	milky_way.n.01	
filing_cabinet	file.n.03	
chilli	chili.n.02	
medieval_mode	ecclesiastical_mode.n.01	
white_room	clean_room.n.01	
family_Ochotonidae	ochotonidae.n.01	
appro	appro.n.01	
inverse_sine	arc_sine.n.01	
frigidity	coldness.n.02	coldness.n.03	frigidity.n.01	
Guy_Fawkes	fawkes.n.01	
fanweed	field_pennycress.n.01	
Jesus	jesus.n.01	
West_Point	west_point.n.01	
chilly	chili.n.02	
length	length.n.05	duration.n.03	distance.n.03	length.n.01	length.n.03	
Sir_Laurence_Kerr_Olivier	olivier.n.01	
reference_manual	reference_manual.n.01	
blonde_lilian	white_dogtooth_violet.n.01	
linnet	house_finch.n.01	linnet.n.02	
family_Brotulidae	brotulidae.n.01	
Demavend	demavend.n.01	
Edward_Lear	lear.n.01	
Book_of_Amos	amos.n.02	
Fox_Talbot	talbot.n.01	
Magadhan	magadhan.n.01	
family_Synchytriaceae	synchytriaceae.n.01	
snap_willow	crack_willow.n.01	
autophyte	autophyte.n.01	
bronchiole	bronchiole.n.01	
scene	view.n.02	scenery.n.01	picture.n.04	scene.n.08	scene.n.01	scene.n.02	scene.n.04	scene.n.06	fit.n.01	setting.n.01	
quack-quack	quack-quack.n.01	
lecanopteris	lecanopteris.n.01	
family_Liparidae	liparididae.n.01	
affliction	affliction.n.02	affliction.n.03	affliction.n.01	
congenital_afibrinogenemia	congenital_afibrinogenemia.n.01	
Uzbeg	uzbek.n.03	uzbek.n.01	
scent	olfactory_property.n.01	aroma.n.02	scent.n.02	
Irak	iraq.n.01	
Iran	iran.n.01	
Queensboro_Bridge	queensboro_bridge.n.01	
festival	festival.n.02	festival.n.01	
family_Chlorophthalmidae	chlorophthalmidae.n.01	
brine_shrimp	brine_shrimp.n.01	
tostada	tostada.n.01	tostada.n.02	
backdoor	back_door.n.01	back_door.n.02	back_door.n.03	
opossum	opossum.n.02	phalanger.n.01	
electrostatic_bond	ionic_bond.n.01	
sergeant	serjeant-at-law.n.01	sergeant.n.01	police_sergeant.n.01	
